m,n,times,F
9,5,4,0.6899111628546141
9,7,5,-1.1373665342012127
9,9,6,0.18402629338705556
9,9,7,-0.3999749372496471
9,9,8,-0.42718503326830315
9,9,9,0.8098021525094076
9,7,10,-0.18767398307152028
9,7,11,1.154869439349716
9,9,12,1.2796815287164083
9,8,13,1.1339359587870872
9,8,14,0.44772671794371405
9,9,15,0.0
9,9,16,0.057954054949973556
9,9,17,0.4131281947326505
9,8,18,0.6014485205987272
9,5,19,0.456350799855109
9,5,20,-0.07750405305509873
9,9,1,-1.211516821960911
9,9,2,-0.8760697325300146
9,9,3,-1.8142083973607235
9,5,4,0.9699341855456663
9,7,5,-1.6334038934416557
9,9,6,0.1997381459302569
9,9,7,-0.659948467203878
9,9,8,-0.7224038277272931
9,9,9,1.0356046152211
9,7,10,-0.32882703485325443
9,7,11,1.826453068873489
9,9,12,1.9748217095059157
9,8,13,1.7157398334868164
9,8,14,0.49626752710685373
9,9,15,-0.057954054949973556
9,9,16,0.0
9,9,17,0.49877867811059223
9,8,18,0.877346888069676
9,5,19,0.6253599654863393
9,5,20,-0.21537079542210522
9,9,1,-1.5392826547502894
9,9,2,-1.282507460113672
9,9,3,-2.103777730716975
9,5,4,0.48589544365541726
9,7,5,-1.882559099657393
9,9,6,-0.4026087852824519
9,9,7,-1.0750623717459458
9,9,8,-1.145658469599463
9,9,9,0.5064124518991768
9,7,10,-0.6978847084492894
9,7,11,1.0429922546370727
9,9,12,1.1293880478117757
9,8,13,0.963121010323357
9,8,14,0.14563378210860195
9,9,15,-0.4131281947326505
9,9,16,-0.49877867811059223
9,9,17,0.0
9,8,18,0.22668739263058682
9,5,19,0.17355466530935168
9,5,20,-0.6229936574405959
8,9,1,-1.925534936375681
8,9,2,-1.8606826098756801
8,9,3,-2.646248430813858
8,5,4,0.40563477821478533
8,7,5,-2.3578477609922253
8,9,6,-0.9086741943582421
8,9,7,-1.5423391622473117
8,9,8,-1.6888939730157557
8,9,9,0.36231378521058644
8,7,10,-1.0102977645262072
8,7,11,1.1708897316151834
8,9,12,1.2190305703893463
8,8,13,0.9937733502985118
8,8,14,0.006043119626532743
8,9,15,-0.6014485205987272
8,9,16,-0.877346888069676
8,9,17,-0.22668739263058682
8,8,18,0.0
8,5,19,0.013798605130890597
8,5,20,-1.2285974561255293
5,9,1,-1.41301968408082
5,9,2,-1.307202525532232
5,9,3,-1.915049302290176
5,5,4,0.26826811545932844
5,7,5,-1.6982700566589983
5,9,6,-0.6100094387746728
5,9,7,-1.1007483533308577
5,9,8,-1.188197703404114
5,9,9,0.2509274429379669
5,7,10,-0.7298951632292613
5,7,11,0.742944063134428
5,9,12,0.7908996324411544
5,8,13,0.6497059252289825
5,8,14,-0.0028752677982340005
5,9,15,-0.456350799855109
5,9,16,-0.6253599654863393
5,9,17,-0.17355466530935168
5,8,18,-0.013798605130890597
5,5,19,0.0
5,5,20,-0.7717043228133532
5,9,1,-0.8790666643927388
5,9,2,-0.6202312569681623
5,9,3,-1.4252521349793892
5,5,4,1.0868683132085983
5,7,5,-1.2785121550512144
5,9,6,0.535968283081236
5,9,7,-0.40935160379641455
5,9,8,-0.47248005151991507
5,9,9,1.0779278449381613
5,7,10,-0.13404133972140728
5,7,11,2.3925997764052807
5,9,12,2.474902216566158
5,8,13,2.085758711875451
5,8,14,0.5095422698955119
5,9,15,0.07750405305509873
5,9,16,0.21537079542210522
5,9,17,0.6229936574405959
5,8,18,1.2285974561255293
5,5,19,0.7717043228133532
5,5,20,0.0
